event_time,machine_id,axis,vibration_rms,vibration_peak,unit
2025-06-24 09:58:00,M03,y,0.9211,1.3692,mm/s
2025-06-24 09:58:00,M03,z,0.9571,1.7181,mm/s
2025-06-24 09:59:00,M01,x,0.9787,1.3828,mm/s
2025-06-24 09:59:00,M01,y,0.9687,1.5759,mm/s
2025-06-24 09:59:00,M01,z,1.1277,1.9499,mm/s
2025-06-24 09:59:00,M02,x,1.0511,1.5658,mm/s
2025-06-24 09:59:00,M02,y,1.0823,1.7061,mm/s
2025-06-24 09:59:00,M02,z,1.1552,1.6008,mm/s
2025-06-24 09:59:00,M03,x,0.9019,1.3979,mm/s
2025-06-24 09:59:00,M03,y,0.8859,1.4023,mm/s
2025-06-24 09:59:00,M03,z,1.0283,1.7779,mm/s
2025-06-24 10:00:00,M01,x,0.9905,1.3087,mm/s
2025-06-24 10:00:00,M01,y,1.0276,1.4445,mm/s
2025-06-24 10:00:00,M01,z,1.2565,1.9322,mm/s
2025-06-24 10:00:00,M02,x,0.9884,1.3079,mm/s
2025-06-24 10:00:00,M02,y,1.1814,2.067,mm/s
2025-06-24 10:00:00,M02,z,1.1911,1.884,mm/s
2025-06-24 10:00:00,M03,x,0.99,1.4427,mm/s
2025-06-24 10:00:00,M03,y,0.9689,1.7254,mm/s
2025-06-24 10:00:00,M03,z,0.9429,1.5618,mm/s
2025-06-24 10:01:00,M01,x,0.9153,1.3722,mm/s
2025-06-24 10:01:00,M01,y,1.0211,1.4502,mm/s
2025-06-24 10:01:00,M01,z,1.2123,2.0819,mm/s
2025-06-24 10:01:00,M02,x,0.9846,1.4433,mm/s
2025-06-24 10:01:00,M02,y,1.1547,1.9374,mm/s
2025-06-24 10:01:00,M02,z,1.2262,2.038,mm/s
2025-06-24 10:01:00,M03,x,0.9921,1.5381,mm/s
2025-06-24 10:01:00,M03,y,0.9631,1.4625,mm/s
2025-06-24 10:01:00,M03,z,0.9979,1.7157,mm/s
2025-06-24 10:02:00,M01,x,0.9131,1.623,mm/s
2025-06-24 10:02:00,M01,y,1.0577,1.5848,mm/s
2025-06-24 10:02:00,M01,z,1.2039,1.7296,mm/s
2025-06-24 10:02:00,M02,x,1.0403,1.8687,mm/s
2025-06-24 10:02:00,M02,y,1.0626,1.8814,mm/s
2025-06-24 10:02:00,M02,z,1.1522,1.7466,mm/s
2025-06-24 10:02:00,M03,x,0.8749,1.1749,mm/s
2025-06-24 10:02:00,M03,y,0.8968,1.4432,mm/s
2025-06-24 10:02:00,M03,z,1.0188,1.3662,mm/s
2025-06-24 10:03:00,M01,x,0.8896,1.2251,mm/s
2025-06-24 10:03:00,M01,y,0.9865,1.6473,mm/s
2025-06-24 10:03:00,M01,z,1.1487,1.6752,mm/s
2025-06-24 10:03:00,M02,x,1.0532,1.5315,mm/s
2025-06-24 10:03:00,M02,y,1.1025,1.6317,mm/s
2025-06-24 10:03:00,M02,z,1.1474,1.5991,mm/s
2025-06-24 10:03:00,M03,x,0.9212,1.4043,mm/s
2025-06-24 10:03:00,M03,y,0.9114,1.1968,mm/s
2025-06-24 10:03:00,M03,z,0.9862,1.4566,mm/s
2025-06-24 10:04:00,M01,x,0.995,1.4549,mm/s
2025-06-24 10:04:00,M01,y,1.0298,1.5371,mm/s
2025-06-24 10:04:00,M01,z,1.1947,1.6037,mm/s
2025-06-24 10:04:00,M02,x,1.0883,1.9051,mm/s
2025-06-24 10:04:00,M02,y,1.1916,1.8899,mm/s
2025-06-24 10:04:00,M02,z,1.0879,1.5065,mm/s
2025-06-24 10:04:00,M03,x,0.884,1.2823,mm/s
2025-06-24 10:04:00,M03,y,0.9649,1.4923,mm/s
2025-06-24 10:04:00,M03,z,1.0394,1.5701,mm/s
2025-06-24 10:05:00,M01,x,0.9665,1.4905,mm/s
2025-06-24 10:05:00,M01,y,1.027,1.4617,mm/s
2025-06-24 10:05:00,M01,z,1.2204,1.9679,mm/s
2025-06-24 10:05:00,M02,x,1.0281,1.3915,mm/s
2025-06-24 10:05:00,M02,y,1.0853,1.5762,mm/s
2025-06-24 10:05:00,M02,z,1.1841,1.9065,mm/s
2025-06-24 10:05:00,M03,x,0.8886,1.5124,mm/s
2025-06-24 10:05:00,M03,y,0.9327,1.5928,mm/s
2025-06-24 10:05:00,M03,z,1.0317,1.7846,mm/s
2025-06-24 10:06:00,M01,x,0.9714,1.4186,mm/s
2025-06-24 10:06:00,M01,y,0.9965,1.7674,mm/s
2025-06-24 10:06:00,M01,z,1.2181,2.171,mm/s
2025-06-24 10:06:00,M02,x,1.0831,1.9326,mm/s
2025-06-24 10:06:00,M02,y,1.0841,1.6755,mm/s
2025-06-24 10:06:00,M02,z,1.2096,1.9208,mm/s
2025-06-24 10:06:00,M03,x,0.9018,1.5405,mm/s
2025-06-24 10:06:00,M03,y,0.9888,1.4797,mm/s
2025-06-24 10:06:00,M03,z,1.0389,1.6582,mm/s
2025-06-24 10:07:00,M01,x,0.9838,1.5473,mm/s
2025-06-24 10:07:00,M01,y,0.979,1.7392,mm/s
2025-06-24 10:07:00,M01,z,1.1628,1.78,mm/s
2025-06-24 10:07:00,M02,x,1.0389,1.5019,mm/s
2025-06-24 10:07:00,M02,y,1.0585,1.7427,mm/s
2025-06-24 10:07:00,M02,z,1.1799,1.7752,mm/s
2025-06-24 10:07:00,M03,x,0.8353,1.2944,mm/s
2025-06-24 10:07:00,M03,y,0.9301,1.5154,mm/s
2025-06-24 10:07:00,M03,z,0.9779,1.621,mm/s
2025-06-24 10:08:00,M01,x,0.9538,1.7124,mm/s
2025-06-24 10:08:00,M01,y,0.9848,1.5162,mm/s
2025-06-24 10:08:00,M01,z,1.1714,2.0619,mm/s
2025-06-24 10:08:00,M02,x,1.0778,1.7739,mm/s
2025-06-24 10:08:00,M02,y,1.0319,1.527,mm/s
2025-06-24 10:08:00,M02,z,1.1308,1.9764,mm/s
2025-06-24 10:08:00,M03,x,0.8445,1.1337,mm/s
2025-06-24 10:08:00,M03,y,0.9369,1.5782,mm/s
2025-06-24 10:08:00,M03,z,0.9795,1.5902,mm/s
2025-06-24 10:09:00,M01,x,0.9187,1.2147,mm/s
2025-06-24 10:09:00,M01,y,1.0599,1.5896,mm/s
2025-06-24 10:09:00,M01,z,1.2051,2.0202,mm/s
2025-06-24 10:09:00,M02,x,1.0915,1.4247,mm/s
2025-06-24 10:09:00,M02,y,1.0909,1.5593,mm/s
2025-06-24 10:09:00,M02,z,1.1017,1.752,mm/s
2025-06-24 10:09:00,M03,x,0.8968,1.4238,mm/s
2025-06-24 10:09:00,M03,y,0.9124,1.5385,mm/s
2025-06-24 10:09:00,M03,z,1.0133,1.6155,mm/s
2025-06-24 10:10:00,M01,x,0.9132,1.1984,mm/s
2025-06-24 10:10:00,M01,y,0.9999,1.3521,mm/s
2025-06-24 10:10:00,M01,z,1.1242,1.5267,mm/s
2025-06-24 10:10:00,M02,x,1.1015,1.95,mm/s
2025-06-24 10:10:00,M02,y,1.1218,1.7137,mm/s
2025-06-24 10:10:00,M02,z,1.1769,1.6517,mm/s
2025-06-24 10:10:00,M03,x,0.8548,1.2985,mm/s
2025-06-24 10:10:00,M03,y,0.9549,1.574,mm/s
2025-06-24 10:10:00,M03,z,0.9858,1.6809,mm/s
2025-06-24 10:11:00,M01,x,0.9807,1.3313,mm/s
2025-06-24 10:11:00,M01,y,1.0337,1.6938,mm/s
2025-06-24 10:11:00,M01,z,1.1668,1.6127,mm/s
2025-06-24 10:11:00,M02,x,1.0798,1.4979,mm/s
2025-06-24 10:11:00,M02,y,1.097,1.5139,mm/s
2025-06-24 10:11:00,M02,z,1.0562,1.4955,mm/s
2025-06-24 10:11:00,M03,x,0.8629,1.2965,mm/s
2025-06-24 10:11:00,M03,y,0.9729,1.475,mm/s
2025-06-24 10:11:00,M03,z,1.0524,1.3835,mm/s
2025-06-24 10:12:00,M01,x,0.93,1.4844,mm/s
2025-06-24 10:12:00,M01,y,0.9826,1.4684,mm/s
2025-06-24 10:12:00,M01,z,1.2074,2.0238,mm/s
2025-06-24 10:12:00,M02,x,1.0239,1.7451,mm/s
2025-06-24 10:12:00,M02,y,1.1171,1.9393,mm/s
2025-06-24 10:12:00,M02,z,1.1571,1.6124,mm/s
2025-06-24 10:12:00,M03,x,0.8797,1.259,mm/s
2025-06-24 10:12:00,M03,y,0.9893,1.7128,mm/s
2025-06-24 10:12:00,M03,z,0.9438,1.5087,mm/s
2025-06-24 10:13:00,M01,x,0.9401,1.5095,mm/s
2025-06-24 10:13:00,M01,y,0.9684,1.6683,mm/s
2025-06-24 10:13:00,M01,z,1.197,1.9256,mm/s
2025-06-24 10:13:00,M02,x,1.0744,1.5565,mm/s
2025-06-24 10:13:00,M02,y,1.0424,1.6754,mm/s
2025-06-24 10:13:00,M02,z,1.1685,1.5879,mm/s
2025-06-24 10:13:00,M03,x,0.9109,1.3233,mm/s
2025-06-24 10:13:00,M03,y,0.9751,1.5167,mm/s
2025-06-24 10:13:00,M03,z,1.0561,1.5938,mm/s
2025-06-24 10:14:00,M01,x,0.9755,1.3588,mm/s
2025-06-24 10:14:00,M01,y,1.03,1.6663,mm/s
2025-06-24 10:14:00,M01,z,1.1975,2.1554,mm/s
2025-06-24 10:14:00,M02,x,0.996,1.5711,mm/s
2025-06-24 10:14:00,M02,y,1.0781,1.5711,mm/s
2025-06-24 10:14:00,M02,z,1.1514,1.7565,mm/s
2025-06-24 10:14:00,M03,x,0.9356,1.2208,mm/s
2025-06-24 10:14:00,M03,y,0.9625,1.317,mm/s
2025-06-24 10:14:00,M03,z,1.0411,1.6165,mm/s
2025-06-24 10:15:00,M01,x,0.8555,1.3239,mm/s
2025-06-24 10:15:00,M01,y,0.9835,1.6916,mm/s
2025-06-24 10:15:00,M01,z,1.1807,1.8234,mm/s
2025-06-24 10:15:00,M02,x,1.0587,1.7792,mm/s
2025-06-24 10:15:00,M02,y,1.105,1.5979,mm/s
2025-06-24 10:15:00,M02,z,1.1423,1.5811,mm/s
2025-06-24 10:15:00,M03,x,0.9491,1.4509,mm/s
2025-06-24 10:15:00,M03,y,0.9468,1.4911,mm/s
2025-06-24 10:15:00,M03,z,0.9319,1.2642,mm/s
2025-06-24 10:16:00,M01,x,1.0021,1.7152,mm/s
2025-06-24 10:16:00,M01,y,1.0454,1.5508,mm/s
2025-06-24 10:16:00,M01,z,1.2251,2.033,mm/s
2025-06-24 10:16:00,M02,x,1.0395,1.6353,mm/s
2025-06-24 10:16:00,M02,y,1.1186,1.9184,mm/s
2025-06-24 10:16:00,M02,z,1.1488,1.925,mm/s
2025-06-24 10:16:00,M03,x,0.8549,1.3036,mm/s
2025-06-24 10:16:00,M03,y,1.0959,1.6157,mm/s
2025-06-24 10:16:00,M03,z,1.0175,1.8284,mm/s
2025-06-24 10:17:00,M01,x,0.9107,1.5371,mm/s
2025-06-24 10:17:00,M01,y,1.006,1.6035,mm/s
2025-06-24 10:17:00,M01,z,1.294,1.9091,mm/s
2025-06-24 10:17:00,M02,x,1.0362,1.4331,mm/s
2025-06-24 10:17:00,M02,y,1.0451,1.4314,mm/s
2025-06-24 10:17:00,M02,z,1.1573,1.5388,mm/s
2025-06-24 10:17:00,M03,x,0.9262,1.3665,mm/s
2025-06-24 10:17:00,M03,y,0.9403,1.3746,mm/s
2025-06-24 10:17:00,M03,z,1.0488,1.7326,mm/s
2025-06-24 10:18:00,M01,x,0.9423,1.6292,mm/s
2025-06-24 10:18:00,M01,y,1.0306,1.8476,mm/s
2025-06-24 10:18:00,M01,z,1.2148,2.164,mm/s
2025-06-24 10:18:00,M02,x,1.0338,1.7501,mm/s
2025-06-24 10:18:00,M02,y,1.2092,2.0962,mm/s
2025-06-24 10:18:00,M02,z,1.0889,1.4847,mm/s
2025-06-24 10:18:00,M03,x,0.9202,1.5236,mm/s
2025-06-24 10:18:00,M03,y,0.9274,1.5898,mm/s
2025-06-24 10:18:00,M03,z,1.0043,1.5514,mm/s
2025-06-24 10:19:00,M01,x,0.8901,1.4141,mm/s
2025-06-24 10:19:00,M01,y,0.9951,1.5185,mm/s
2025-06-24 10:19:00,M01,z,1.2648,2.0449,mm/s
2025-06-24 10:19:00,M02,x,1.0629,1.6558,mm/s
2025-06-24 10:19:00,M02,y,1.0879,1.5656,mm/s
2025-06-24 10:19:00,M02,z,1.1854,2.1042,mm/s
2025-06-24 10:19:00,M03,x,0.885,1.2953,mm/s
2025-06-24 10:19:00,M03,y,1.019,1.698,mm/s
2025-06-24 10:19:00,M03,z,1.0011,1.6673,mm/s
2025-06-24 10:20:00,M01,x,0.8929,1.3207,mm/s
2025-06-24 10:20:00,M01,y,1.0153,1.352,mm/s
2025-06-24 10:20:00,M01,z,1.1976,1.8142,mm/s
2025-06-24 10:20:00,M02,x,1.044,1.4678,mm/s
2025-06-24 10:20:00,M02,y,1.0913,1.603,mm/s
2025-06-24 10:20:00,M02,z,1.2246,1.9458,mm/s
2025-06-24 10:20:00,M03,x,0.8578,1.2626,mm/s
2025-06-24 10:20:00,M03,y,0.9314,1.5287,mm/s
2025-06-24 10:20:00,M03,z,1.0175,1.7216,mm/s
2025-06-24 10:21:00,M01,x,0.9555,1.4617,mm/s
2025-06-24 10:21:00,M01,y,1.0561,1.606,mm/s
2025-06-24 10:21:00,M01,z,1.2818,1.6668,mm/s
2025-06-24 10:21:00,M02,x,1.076,1.7693,mm/s
2025-06-24 10:21:00,M02,y,1.093,1.493,mm/s
2025-06-24 10:21:00,M02,z,1.1362,2.0069,mm/s
2025-06-24 10:21:00,M03,x,0.881,1.266,mm/s
2025-06-24 10:21:00,M03,y,0.9329,1.3862,mm/s
2025-06-24 10:21:00,M03,z,0.9749,1.7079,mm/s
2025-06-24 10:22:00,M01,x,0.9703,1.4096,mm/s
2025-06-24 10:22:00,M01,y,1.0347,1.707,mm/s
2025-06-24 10:22:00,M01,z,1.2333,2.0372,mm/s
2025-06-24 10:22:00,M02,x,1.1081,1.4411,mm/s
2025-06-24 10:22:00,M02,y,1.0789,1.5246,mm/s
2025-06-24 10:22:00,M02,z,1.1531,1.8911,mm/s
2025-06-24 10:22:00,M03,x,0.9616,1.6429,mm/s
2025-06-24 10:22:00,M03,y,0.9536,1.7108,mm/s
2025-06-24 10:22:00,M03,z,0.9812,1.3103,mm/s
2025-06-24 10:23:00,M01,x,0.96,1.4319,mm/s
2025-06-24 10:23:00,M01,y,0.9978,1.4535,mm/s
2025-06-24 10:23:00,M01,z,1.2103,2.1065,mm/s
2025-06-24 10:23:00,M02,x,1.0949,1.8357,mm/s
2025-06-24 10:23:00,M02,y,1.1523,1.5747,mm/s
2025-06-24 10:23:00,M02,z,1.1722,1.8348,mm/s
2025-06-24 10:23:00,M03,x,0.899,1.1725,mm/s
2025-06-24 10:23:00,M03,y,0.9247,1.5361,mm/s
2025-06-24 10:23:00,M03,z,0.9651,1.5577,mm/s
2025-06-24 10:24:00,M01,x,0.9739,1.6004,mm/s
2025-06-24 10:24:00,M01,y,1.0335,1.7879,mm/s
2025-06-24 10:24:00,M01,z,1.2457,2.0881,mm/s
2025-06-24 10:24:00,M02,x,1.0595,1.6897,mm/s
2025-06-24 10:24:00,M02,y,1.0233,1.4912,mm/s
2025-06-24 10:24:00,M02,z,1.2185,1.6692,mm/s
2025-06-24 10:24:00,M03,x,0.8972,1.4146,mm/s
2025-06-24 10:24:00,M03,y,0.9665,1.5464,mm/s
2025-06-24 10:24:00,M03,z,0.9458,1.5561,mm/s
2025-06-24 10:25:00,M01,x,0.9065,1.5628,mm/s
2025-06-24 10:25:00,M01,y,0.9816,1.5302,mm/s
2025-06-24 10:25:00,M01,z,1.2028,1.8701,mm/s
2025-06-24 10:25:00,M02,x,1.0495,1.393,mm/s
2025-06-24 10:25:00,M02,y,1.0665,1.8653,mm/s
2025-06-24 10:25:00,M02,z,1.1949,1.6207,mm/s
2025-06-24 10:25:00,M03,x,0.8869,1.3745,mm/s
2025-06-24 10:25:00,M03,y,0.9093,1.6266,mm/s
2025-06-24 10:25:00,M03,z,0.9727,1.7445,mm/s
2025-06-24 10:26:00,M01,x,0.9695,1.6776,mm/s
2025-06-24 10:26:00,M01,y,0.9914,1.5706,mm/s
2025-06-24 10:26:00,M01,z,1.1923,2.0047,mm/s
2025-06-24 10:26:00,M02,x,1.0954,1.9468,mm/s
2025-06-24 10:26:00,M02,y,1.1009,1.4683,mm/s
2025-06-24 10:26:00,M02,z,1.1427,1.6353,mm/s
2025-06-24 10:26:00,M03,x,0.9137,1.5484,mm/s
2025-06-24 10:26:00,M03,y,0.9535,1.4811,mm/s
2025-06-24 10:26:00,M03,z,0.9674,1.4586,mm/s
2025-06-24 10:27:00,M01,x,0.9159,1.5121,mm/s
2025-06-24 10:27:00,M01,y,1.0431,1.6773,mm/s
2025-06-24 10:27:00,M01,z,1.2583,1.8104,mm/s
2025-06-24 10:27:00,M02,x,1.0324,1.447,mm/s
2025-06-24 10:27:00,M02,y,1.1445,1.9503,mm/s
2025-06-24 10:27:00,M02,z,1.1112,1.797,mm/s
2025-06-24 10:27:00,M03,x,0.891,1.5301,mm/s
2025-06-24 10:27:00,M03,y,0.9438,1.5566,mm/s
2025-06-24 10:27:00,M03,z,0.9866,1.6427,mm/s
2025-06-24 10:28:00,M01,x,0.9579,1.2866,mm/s
2025-06-24 10:28:00,M01,y,0.9886,1.4999,mm/s
2025-06-24 10:28:00,M01,z,1.1825,1.7201,mm/s
2025-06-24 10:28:00,M02,x,1.0658,1.7808,mm/s
2025-06-24 10:28:00,M02,y,1.0988,1.8174,mm/s
2025-06-24 10:28:00,M02,z,1.1299,1.8652,mm/s
2025-06-24 10:28:00,M03,x,0.951,1.485,mm/s
2025-06-24 10:28:00,M03,y,1.0348,1.7504,mm/s
2025-06-24 10:28:00,M03,z,0.9956,1.3575,mm/s
2025-06-24 10:29:00,M01,x,0.9262,1.5658,mm/s
2025-06-24 10:29:00,M01,y,0.9902,1.6692,mm/s
2025-06-24 10:29:00,M01,z,1.3191,1.7342,mm/s
2025-06-24 10:29:00,M02,x,1.0612,1.4135,mm/s
2025-06-24 10:29:00,M02,y,1.0702,1.7724,mm/s
2025-06-24 10:29:00,M02,z,1.1358,1.735,mm/s
2025-06-24 10:29:00,M03,x,0.8926,1.3211,mm/s
2025-06-24 10:29:00,M03,y,0.8983,1.3329,mm/s
2025-06-24 10:29:00,M03,z,1.0001,1.4277,mm/s
2025-06-24 10:30:00,M01,x,0.9917,1.6476,mm/s
2025-06-24 10:30:00,M01,y,1.0315,1.4587,mm/s
2025-06-24 10:30:00,M01,z,1.2255,2.1219,mm/s
2025-06-24 10:30:00,M02,x,1.0493,1.4924,mm/s
2025-06-24 10:30:00,M02,y,1.0613,1.4593,mm/s
2025-06-24 10:30:00,M02,z,1.1569,2.0426,mm/s
2025-06-24 10:30:00,M03,x,0.9317,1.637,mm/s
2025-06-24 10:30:00,M03,y,0.9104,1.5207,mm/s
2025-06-24 10:30:00,M03,z,0.9692,1.4617,mm/s
2025-06-24 10:31:00,M01,x,0.9671,1.6055,mm/s
2025-06-24 10:31:00,M01,y,0.9979,1.4833,mm/s
2025-06-24 10:31:00,M01,z,1.2547,1.9461,mm/s
2025-06-24 10:31:00,M02,x,1.0705,1.8222,mm/s
2025-06-24 10:31:00,M02,y,1.0855,1.9438,mm/s
2025-06-24 10:31:00,M02,z,1.1645,1.7847,mm/s
2025-06-24 10:31:00,M03,x,0.8957,1.2908,mm/s
2025-06-24 10:31:00,M03,y,0.97,1.5292,mm/s
2025-06-24 10:31:00,M03,z,0.9705,1.2655,mm/s
2025-06-24 10:32:00,M01,x,0.9657,1.4022,mm/s
2025-06-24 10:32:00,M01,y,1.0491,1.6905,mm/s
2025-06-24 10:32:00,M01,z,1.1878,1.8371,mm/s
2025-06-24 10:32:00,M02,x,1.062,1.7909,mm/s
2025-06-24 10:32:00,M02,y,1.1289,1.8968,mm/s
2025-06-24 10:32:00,M02,z,1.2309,1.751,mm/s
2025-06-24 10:32:00,M03,x,0.9411,1.3331,mm/s
2025-06-24 10:32:00,M03,y,0.9516,1.4019,mm/s
2025-06-24 10:32:00,M03,z,1.0437,1.8531,mm/s
2025-06-24 10:33:00,M01,x,0.8807,1.1456,mm/s
2025-06-24 10:33:00,M01,y,0.9572,1.5924,mm/s
2025-06-24 10:33:00,M01,z,1.1763,1.5903,mm/s
2025-06-24 10:33:00,M02,x,1.021,1.5785,mm/s
2025-06-24 10:33:00,M02,y,1.0945,1.4556,mm/s
2025-06-24 10:33:00,M02,z,1.2131,1.6335,mm/s
2025-06-24 10:33:00,M03,x,0.8988,1.5825,mm/s
2025-06-24 10:33:00,M03,y,0.9887,1.6318,mm/s
2025-06-24 10:33:00,M03,z,0.9709,1.443,mm/s
2025-06-24 10:34:00,M01,x,0.9666,1.3028,mm/s
2025-06-24 10:34:00,M01,y,0.9973,1.3631,mm/s
2025-06-24 10:34:00,M01,z,1.2492,1.9786,mm/s
2025-06-24 10:34:00,M02,x,1.0357,1.5717,mm/s
2025-06-24 10:34:00,M02,y,1.1287,1.6146,mm/s
2025-06-24 10:34:00,M02,z,1.1434,1.6665,mm/s
2025-06-24 10:34:00,M03,x,0.9195,1.5334,mm/s
2025-06-24 10:34:00,M03,y,0.891,1.3,mm/s
2025-06-24 10:34:00,M03,z,0.9978,1.3983,mm/s
2025-06-24 10:35:00,M01,x,0.9656,1.6318,mm/s
2025-06-24 10:35:00,M01,y,0.98,1.3545,mm/s
2025-06-24 10:35:00,M01,z,1.232,1.8887,mm/s
2025-06-24 10:35:00,M02,x,1.0087,1.7978,mm/s
2025-06-24 10:35:00,M02,y,1.1275,1.5828,mm/s
2025-06-24 10:35:00,M02,z,1.1388,1.5487,mm/s
2025-06-24 10:35:00,M03,x,0.9293,1.2813,mm/s
2025-06-24 10:35:00,M03,y,0.9207,1.5177,mm/s
2025-06-24 10:35:00,M03,z,0.9311,1.2292,mm/s
2025-06-24 10:36:00,M01,x,0.9683,1.303,mm/s
2025-06-24 10:36:00,M01,y,0.9694,1.3805,mm/s
2025-06-24 10:36:00,M01,z,1.2154,1.9915,mm/s
2025-06-24 10:36:00,M02,x,1.0878,1.5556,mm/s
2025-06-24 10:36:00,M02,y,1.11,1.6674,mm/s
2025-06-24 10:36:00,M02,z,1.1494,1.7541,mm/s
2025-06-24 10:36:00,M03,x,0.8996,1.3773,mm/s
2025-06-24 10:36:00,M03,y,0.9197,1.5653,mm/s
2025-06-24 10:36:00,M03,z,1.004,1.722,mm/s
2025-06-24 10:37:00,M01,x,0.9548,1.7103,mm/s
2025-06-24 10:37:00,M01,y,1.0508,1.5616,mm/s
2025-06-24 10:37:00,M01,z,1.3008,2.101,mm/s
2025-06-24 10:37:00,M02,x,1.0175,1.4544,mm/s
2025-06-24 10:37:00,M02,y,1.0583,1.8059,mm/s
2025-06-24 10:37:00,M02,z,1.1645,2.0393,mm/s
2025-06-24 10:37:00,M03,x,0.902,1.3726,mm/s
2025-06-24 10:37:00,M03,y,1.0099,1.7317,mm/s
2025-06-24 10:37:00,M03,z,1.0628,1.5578,mm/s
2025-06-24 10:38:00,M01,x,0.9929,1.3742,mm/s
2025-06-24 10:38:00,M01,y,1.0118,1.6057,mm/s
2025-06-24 10:38:00,M01,z,1.265,1.6631,mm/s
2025-06-24 10:38:00,M02,x,1.0139,1.6644,mm/s
2025-06-24 10:38:00,M02,y,1.113,1.551,mm/s
2025-06-24 10:38:00,M02,z,1.1746,1.6913,mm/s
2025-06-24 10:38:00,M03,x,0.9079,1.4613,mm/s
2025-06-24 10:38:00,M03,y,0.9429,1.3416,mm/s
2025-06-24 10:38:00,M03,z,0.9885,1.5572,mm/s
2025-06-24 10:39:00,M01,x,0.9896,1.3167,mm/s
2025-06-24 10:39:00,M01,y,0.996,1.3941,mm/s
2025-06-24 10:39:00,M01,z,1.2701,2.2129,mm/s
2025-06-24 10:39:00,M02,x,0.9943,1.6914,mm/s
2025-06-24 10:39:00,M02,y,1.0909,1.8517,mm/s
2025-06-24 10:39:00,M02,z,1.2197,1.8046,mm/s
2025-06-24 10:39:00,M03,x,0.8954,1.4078,mm/s
2025-06-24 10:39:00,M03,y,0.8621,1.3373,mm/s
2025-06-24 10:39:00,M03,z,1.0085,1.5069,mm/s
2025-06-24 10:40:00,M01,x,0.965,1.3602,mm/s
2025-06-24 10:40:00,M01,y,1.0317,1.8033,mm/s
2025-06-24 10:40:00,M01,z,1.2525,2.2492,mm/s
2025-06-24 10:40:00,M02,x,1.0363,1.6215,mm/s
2025-06-24 10:40:00,M02,y,1.1167,1.9955,mm/s
2025-06-24 10:40:00,M02,z,0.9925,1.3399,mm/s
2025-06-24 10:40:00,M03,x,0.8826,1.5076,mm/s
2025-06-24 10:40:00,M03,y,0.9237,1.6244,mm/s
2025-06-24 10:40:00,M03,z,1.126,1.5873,mm/s
2025-06-24 10:41:00,M01,x,0.9962,1.7167,mm/s
2025-06-24 10:41:00,M01,y,1.011,1.7385,mm/s
2025-06-24 10:41:00,M01,z,1.2155,2.0938,mm/s
2025-06-24 10:41:00,M02,x,1.074,1.8291,mm/s
2025-06-24 10:41:00,M02,y,1.1479,1.8927,mm/s
2025-06-24 10:41:00,M02,z,1.1582,1.9114,mm/s
2025-06-24 10:41:00,M03,x,0.8951,1.5877,mm/s
2025-06-24 10:41:00,M03,y,0.9026,1.2583,mm/s
2025-06-24 10:41:00,M03,z,0.98,1.7581,mm/s
2025-06-24 10:42:00,M01,x,0.9843,1.4317,mm/s
2025-06-24 10:42:00,M01,y,0.9685,1.4965,mm/s
2025-06-24 10:42:00,M01,z,1.2771,1.8,mm/s
2025-06-24 10:42:00,M02,x,1.0656,1.6658,mm/s
2025-06-24 10:42:00,M02,y,1.1894,1.666,mm/s
2025-06-24 10:42:00,M02,z,1.1504,1.5706,mm/s
2025-06-24 10:42:00,M03,x,0.8815,1.5181,mm/s
2025-06-24 10:42:00,M03,y,0.8623,1.2605,mm/s
2025-06-24 10:42:00,M03,z,1.0527,1.8513,mm/s
2025-06-24 10:43:00,M01,x,0.9573,1.6151,mm/s
2025-06-24 10:43:00,M01,y,1.0452,1.8607,mm/s
2025-06-24 10:43:00,M01,z,1.1885,1.7671,mm/s
2025-06-24 10:43:00,M02,x,1.0875,1.4687,mm/s
2025-06-24 10:43:00,M02,y,1.0857,1.5752,mm/s
2025-06-24 10:43:00,M02,z,1.1653,2.0676,mm/s
2025-06-24 10:43:00,M03,x,0.9177,1.5563,mm/s
2025-06-24 10:43:00,M03,y,1.0061,1.3956,mm/s
2025-06-24 10:43:00,M03,z,0.9858,1.759,mm/s
2025-06-24 10:44:00,M01,x,0.9181,1.5548,mm/s
2025-06-24 10:44:00,M01,y,0.9138,1.2899,mm/s
2025-06-24 10:44:00,M01,z,1.2339,1.7934,mm/s
2025-06-24 10:44:00,M02,x,1.0368,1.7048,mm/s
2025-06-24 10:44:00,M02,y,1.145,2.0317,mm/s
2025-06-24 10:44:00,M02,z,1.1964,2.1228,mm/s
2025-06-24 10:44:00,M03,x,0.8001,1.4263,mm/s
2025-06-24 10:44:00,M03,y,1.0309,1.3569,mm/s
2025-06-24 10:44:00,M03,z,0.9279,1.6552,mm/s
2025-06-24 10:45:00,M01,x,0.8959,1.2636,mm/s
2025-06-24 10:45:00,M01,y,0.9139,1.2523,mm/s
2025-06-24 10:45:00,M01,z,1.2186,2.0383,mm/s
2025-06-24 10:45:00,M02,x,1.0586,1.465,mm/s
2025-06-24 10:45:00,M02,y,1.2134,2.1145,mm/s
2025-06-24 10:45:00,M02,z,1.2033,1.9488,mm/s
2025-06-24 10:45:00,M03,x,0.9332,1.6269,mm/s
2025-06-24 10:45:00,M03,y,0.9203,1.3112,mm/s
2025-06-24 10:45:00,M03,z,1.0103,1.3476,mm/s
