transaction_id,account_id,customer_id,transaction_type,amount,currency,balance_after,merchant_name,merchant_category,description,status,initiated_at,completed_at,channel,reference_number,failure_reason,notes
TXN-2026-000110,ACC-100037,CUST-B046,WIRE,1325.12,USD,2262.55,Best Buy,ELECTRONICS,Wire at Best Buy,COMPLETED,2025-09-05 12:54:19,2025-09-05 13:36:19,MOBILE,REF-FFE4CA82,,
TXN-2026-000111,ACC-100037,CUST-B046,DEBIT,28.23,USD,2234.32,Spotify,SUBSCRIPTION,Debit at Spotify,FAILED,2025-07-31 22:40:08,,POS,REF-0827F6A6,ACCOUNT_FROZEN,
TXN-2026-000112,ACC-100037,CUST-B046,PAYMENT,485.58,USD,1748.74,United Airlines,TRAVEL,Payment at United Airlines,COMPLETED,2025-09-17 00:36:44,,MOBILE,REF-6998F178,,
TXN-2026-000113,ACC-100037,CUST-B046,DEBIT,162.27,USD,1586.47,AT&T,TELECOM,Debit at AT&T,COMPLETED,2025-11-20 12:08:25,2025-11-20 12:36:25,MOBILE,REF-EDEDADB9,,
TXN-2026-000114,ACC-100037,CUST-B046,PAYMENT,241.82,USD,1344.65,Planet Fitness,FITNESS,Payment at Planet Fitness,COMPLETED,2025-12-11 03:51:20,2025-12-11 03:52:20,MOBILE,REF-62FB8546,,
TXN-2026-000115,ACC-100037,CUST-B046,DEBIT,1652.69,USD,0.00,Target,RETAIL,Debit at Target,COMPLETED,2026-04-04 11:57:18,2026-04-04 12:36:18,SYSTEM,REF-16DD9F88,,
TXN-2026-000116,ACC-100037,CUST-B046,DEBIT,1310.92,USD,0.00,H&M,RETAIL,Debit at H&M,PENDING,2025-11-25 04:09:57,2025-11-25 04:32:57,ONLINE,REF-CD06F532,,
TXN-2026-000117,ACC-100037,CUST-B046,PAYMENT,1122.50,USD,0.00,Airbnb,TRAVEL,Payment at Airbnb,COMPLETED,2026-01-27 16:33:46,2026-01-27 17:18:46,MOBILE,REF-B3B922D7,,
TXN-2026-000118,ACC-100038,CUST-B137,DEBIT,9.38,USD,75870.41,Best Buy,ELECTRONICS,Debit at Best Buy,COMPLETED,2025-10-16 22:08:06,2025-10-16 22:59:06,SYSTEM,REF-8C365AA9,,
TXN-2026-000119,ACC-100038,CUST-B137,DEBIT,96.33,USD,75774.08,PG&E,UTILITIES,Debit at PG&E,PENDING,2025-08-03 18:02:20,2025-08-03 18:54:20,MOBILE,REF-67E556F4,,
TXN-2026-000120,ACC-100038,CUST-B137,CREDIT,1223.65,USD,76997.73,Best Buy,ELECTRONICS,Credit at Best Buy,COMPLETED,2025-08-12 20:01:52,2025-08-12 20:55:52,MOBILE,REF-D98F48DF,,
TXN-2026-000121,ACC-100038,CUST-B137,PAYMENT,219.99,USD,76777.74,DoorDash,FOOD_DELIVERY,Payment at DoorDash,COMPLETED,2025-11-08 23:08:37,,SYSTEM,REF-BF605FBD,,
TXN-2026-000122,ACC-100039,CUST-B188,TRANSFER,1318.62,USD,106611.81,Planet Fitness,FITNESS,Transfer at Planet Fitness,COMPLETED,2025-12-13 19:27:43,2025-12-13 19:58:43,POS,REF-315E4AE2,,
TXN-2026-000123,ACC-100039,CUST-B188,WIRE,1678.44,USD,104933.37,H&M,RETAIL,Wire at H&M,FAILED,2025-12-05 13:15:07,,SYSTEM,REF-7D18793A,ACCOUNT_FROZEN,
TXN-2026-000124,ACC-100039,CUST-B188,DEBIT,211.59,USD,104721.78,Lyft,TRANSPORT,Debit at Lyft,COMPLETED,2026-02-11 08:32:50,2026-02-11 09:28:50,MOBILE,REF-C027B2CC,,
TXN-2026-000125,ACC-100039,CUST-B188,DEBIT,550.82,USD,104170.96,Verizon,TELECOM,Debit at Verizon,PENDING,2025-10-12 03:40:32,2025-10-12 04:08:32,ONLINE,REF-938F26E6,,
TXN-2026-000126,ACC-100040,CUST-B168,CREDIT,1686.93,USD,93524.63,Venmo,TRANSFER,Credit at Venmo,PENDING,2025-12-30 17:55:18,2025-12-30 18:40:18,SYSTEM,REF-D34A4E58,,
TXN-2026-000127,ACC-100040,CUST-B168,DEBIT,423.38,USD,93101.25,Grubhub,FOOD_DELIVERY,Debit at Grubhub,FAILED,2026-03-05 10:32:47,,ONLINE,REF-C9681A0E,ACCOUNT_FROZEN,
TXN-2026-000128,ACC-100040,CUST-B168,PAYMENT,1422.15,USD,91679.10,Hilton Hotels,TRAVEL,Payment at Hilton Hotels,COMPLETED,2026-03-23 10:56:13,2026-03-23 11:26:13,MOBILE,REF-004929C0,,
TXN-2026-000129,ACC-100040,CUST-B168,CREDIT,1755.57,USD,93434.67,Nordstrom,RETAIL,Credit at Nordstrom,COMPLETED,2025-11-12 00:55:34,2025-11-12 01:28:34,MOBILE,REF-2B606DA8,,
TXN-2026-000130,ACC-100040,CUST-B168,DEBIT,1342.16,USD,92092.51,Spotify,SUBSCRIPTION,Debit at Spotify,COMPLETED,2025-08-17 15:13:32,2025-08-17 16:03:32,ATM,REF-AD232876,,
TXN-2026-000131,ACC-100040,CUST-B168,DEBIT,1679.57,USD,90412.94,Chevron,GAS,Debit at Chevron,PENDING,2026-02-24 04:48:37,2026-02-24 05:01:37,POS,REF-8D107657,,
TXN-2026-000132,ACC-100040,CUST-B168,TRANSFER,209.45,USD,90203.49,Chase Bank ATM,ATM,Transfer at Chase Bank ATM,COMPLETED,2026-02-18 08:21:31,2026-02-18 09:16:31,SYSTEM,REF-B46EF8AC,,
TXN-2026-000133,ACC-100041,CUST-B153,CREDIT,1387.41,USD,29512.20,BP,GAS,Credit at BP,COMPLETED,2025-06-19 05:53:03,2025-06-19 06:17:03,ATM,REF-40A9C6E2,,
TXN-2026-000134,ACC-100041,CUST-B153,DEBIT,30.87,USD,29481.33,H&M,RETAIL,Debit at H&M,PENDING,2025-09-06 14:40:08,2025-09-06 15:35:08,MOBILE,REF-8C8651AD,,
TXN-2026-000135,ACC-100041,CUST-B153,PAYMENT,1511.44,USD,27969.89,Shell,GAS,Payment at Shell,PENDING,2025-12-30 06:49:20,2025-12-30 07:01:20,ONLINE,REF-9168018D,,
TXN-2026-000136,ACC-100041,CUST-B153,TRANSFER,358.96,USD,27610.93,McDonald's,RESTAURANT,Transfer at McDonald's,FAILED,2026-02-21 02:50:30,,MOBILE,REF-888270B1,INSUFFICIENT_FUNDS,
TXN-2026-000137,ACC-100041,CUST-B153,WIRE,561.83,USD,27049.10,Target,RETAIL,Wire at Target,PENDING,2025-09-11 14:53:29,2025-09-11 15:30:29,POS,REF-903C4D41,,
TXN-2026-000138,ACC-100041,CUST-B153,TRANSFER,1420.83,USD,25628.27,Walgreens,HEALTH,Transfer at Walgreens,FAILED,2025-07-31 02:53:37,,SYSTEM,REF-0A03EA34,INSUFFICIENT_FUNDS,
TXN-2026-000139,ACC-100041,CUST-B153,TRANSFER,1580.87,USD,24047.40,Chipotle,RESTAURANT,Transfer at Chipotle,PENDING,2025-12-31 15:51:52,2025-12-31 16:41:52,SYSTEM,REF-C0050FEB,,
TXN-2026-000140,ACC-100042,CUST-B105,DEBIT,1573.59,USD,36163.49,Lyft,TRANSPORT,Debit at Lyft,COMPLETED,2025-08-01 21:26:26,2025-08-01 22:00:26,ATM,REF-A5810DE5,,
TXN-2026-000141,ACC-100042,CUST-B105,DEBIT,1328.35,USD,34835.14,Shell,GAS,Debit at Shell,FAILED,2025-10-07 13:45:49,,SYSTEM,REF-19D3D203,CARD_DECLINED,
TXN-2026-000142,ACC-100042,CUST-B105,DEBIT,1339.53,USD,33495.61,Amazon,ONLINE_RETAIL,Debit at Amazon,COMPLETED,2025-11-21 01:55:11,2025-11-21 02:36:11,SYSTEM,REF-1FD6E7BA,,
TXN-2026-000143,ACC-100042,CUST-B105,DEBIT,1366.69,USD,32128.92,BP,GAS,Debit at BP,FAILED,2025-10-03 15:20:59,,ATM,REF-817B3F61,CARD_DECLINED,
TXN-2026-000144,ACC-100042,CUST-B105,CREDIT,54.29,USD,32183.21,Nordstrom,RETAIL,Credit at Nordstrom,COMPLETED,2025-12-18 17:33:26,2025-12-18 17:56:26,SYSTEM,REF-90A1F12F,,
TXN-2026-000145,ACC-100043,CUST-B084,DEBIT,596.39,USD,4158.14,United Airlines,TRAVEL,Debit at United Airlines,COMPLETED,2026-02-09 00:40:58,2026-02-09 01:12:58,POS,REF-4986B2B5,,
TXN-2026-000146,ACC-100043,CUST-B084,DEBIT,1255.73,USD,2902.41,Uber,TRANSPORT,Debit at Uber,COMPLETED,2025-08-21 20:37:32,2025-08-21 21:26:32,MOBILE,REF-B29BAB8E,,
TXN-2026-000147,ACC-100043,CUST-B084,DEBIT,1077.82,USD,1824.59,Best Buy,ELECTRONICS,Debit at Best Buy,PENDING,2026-02-28 22:02:17,2026-02-28 22:49:17,POS,REF-57D7B4BD,,
TXN-2026-000148,ACC-100043,CUST-B084,DEBIT,921.15,USD,903.44,Spotify,SUBSCRIPTION,Debit at Spotify,COMPLETED,2025-10-07 19:48:41,,ONLINE,REF-A053443D,,
TXN-2026-000149,ACC-100043,CUST-B084,DEBIT,1152.05,USD,0.00,Chevron,GAS,Debit at Chevron,COMPLETED,2025-08-28 09:48:39,2025-08-28 10:14:39,MOBILE,REF-363080B7,,
TXN-2026-000150,ACC-100043,CUST-B084,PAYMENT,38.70,USD,0.00,LA Fitness,FITNESS,Payment at LA Fitness,COMPLETED,2026-02-17 11:35:56,2026-02-17 11:35:56,SYSTEM,REF-09BC3ED7,,
TXN-2026-000151,ACC-100043,CUST-B084,DEBIT,1403.26,USD,0.00,Costco,GROCERY,Debit at Costco,COMPLETED,2025-06-29 04:34:57,2025-06-29 05:06:57,ATM,REF-9FD8663C,,
TXN-2026-000152,ACC-100044,CUST-B118,CREDIT,1531.72,USD,10747.54,Apple Store,ELECTRONICS,Credit at Apple Store,COMPLETED,2025-11-17 23:26:14,2025-11-18 00:18:14,MOBILE,REF-B7CF4288,,
TXN-2026-000153,ACC-100044,CUST-B118,DEBIT,277.08,USD,10470.46,Uber,TRANSPORT,Debit at Uber,COMPLETED,2025-10-30 20:18:53,2025-10-30 21:12:53,ONLINE,REF-F19CF772,,
TXN-2026-000154,ACC-100044,CUST-B118,PAYMENT,1915.00,USD,8555.46,Chipotle,RESTAURANT,Payment at Chipotle,COMPLETED,2025-06-05 07:55:38,2025-06-05 08:30:38,POS,REF-BA898EC4,,
TXN-2026-000155,ACC-100044,CUST-B118,WIRE,1076.62,USD,7478.84,Amazon,ONLINE_RETAIL,Wire at Amazon,PENDING,2025-07-04 01:26:23,2025-07-04 02:13:23,ATM,REF-454E549E,,
TXN-2026-000156,ACC-100044,CUST-B118,WIRE,1811.73,USD,5667.11,Grubhub,FOOD_DELIVERY,Wire at Grubhub,COMPLETED,2026-04-27 16:10:18,2026-04-27 16:20:18,SYSTEM,REF-EBAF244E,,
TXN-2026-000157,ACC-100044,CUST-B118,DEBIT,233.67,USD,5433.44,Chevron,GAS,Debit at Chevron,COMPLETED,2026-02-16 13:58:02,2026-02-16 14:52:02,SYSTEM,REF-C920C20B,,
TXN-2026-000158,ACC-100044,CUST-B118,DEBIT,584.85,USD,4848.59,Airbnb,TRAVEL,Debit at Airbnb,PENDING,2025-06-27 03:51:59,2025-06-27 04:03:59,MOBILE,REF-3B902496,,
TXN-2026-000159,ACC-100044,CUST-B118,PAYMENT,260.79,USD,4587.80,Walgreens,HEALTH,Payment at Walgreens,COMPLETED,2026-02-10 13:27:03,2026-02-10 13:45:03,ONLINE,REF-B5BC5CBC,,
TXN-2026-000160,ACC-100045,CUST-B022,TRANSFER,660.05,USD,111626.31,United Airlines,TRAVEL,Transfer at United Airlines,COMPLETED,2026-02-12 02:15:39,2026-02-12 02:52:39,SYSTEM,REF-6F500694,,
TXN-2026-000161,ACC-100045,CUST-B022,PAYMENT,1917.52,USD,109708.79,PG&E,UTILITIES,Payment at PG&E,COMPLETED,2025-08-05 11:50:03,,ONLINE,REF-A37BCBB9,,
TXN-2026-000162,ACC-100045,CUST-B022,CREDIT,1681.02,USD,111389.81,LA Fitness,FITNESS,Credit at LA Fitness,FAILED,2025-07-23 03:49:15,,MOBILE,REF-70FFB749,CARD_DECLINED,
TXN-2026-000163,ACC-100045,CUST-B022,CREDIT,976.51,USD,112366.32,Chase Bank ATM,ATM,Credit at Chase Bank ATM,COMPLETED,2025-07-13 06:23:37,2025-07-13 07:01:37,ATM,REF-9FD9E56C,,
TXN-2026-000164,ACC-100045,CUST-B022,DEBIT,530.15,USD,111836.17,Netflix,SUBSCRIPTION,Debit at Netflix,COMPLETED,2026-01-30 08:30:40,,POS,REF-1A68E03D,,
TXN-2026-000165,ACC-100045,CUST-B022,DEBIT,1626.22,USD,110209.95,Hilton Hotels,TRAVEL,Debit at Hilton Hotels,COMPLETED,2026-01-11 19:44:47,2026-01-11 20:21:47,POS,REF-9E691A54,,
TXN-2026-000166,ACC-100046,CUST-B199,TRANSFER,1309.55,USD,40005.50,Chevron,GAS,Transfer at Chevron,FAILED,2025-07-28 17:21:35,,ONLINE,REF-73F5E1CC,LIMIT_EXCEEDED,
TXN-2026-000167,ACC-100046,CUST-B199,DEBIT,796.59,USD,39208.91,Airbnb,TRAVEL,Debit at Airbnb,COMPLETED,2025-12-13 00:32:17,,SYSTEM,REF-C2BB64C2,,
TXN-2026-000168,ACC-100046,CUST-B199,DEBIT,895.21,USD,38313.70,Uber,TRANSPORT,Debit at Uber,COMPLETED,2025-08-09 13:45:14,2025-08-09 14:21:14,ONLINE,REF-7B59F045,,
TXN-2026-000169,ACC-100046,CUST-B199,PAYMENT,85.64,USD,38228.06,Delta Airlines,TRAVEL,Payment at Delta Airlines,COMPLETED,2026-03-23 17:26:13,2026-03-23 17:30:13,ONLINE,REF-617231F3,,
TXN-2026-000170,ACC-100046,CUST-B199,DEBIT,1038.18,USD,37189.88,Target,RETAIL,Debit at Target,FAILED,2026-04-04 08:56:46,,POS,REF-5ED7068D,INSUFFICIENT_FUNDS,
TXN-2026-000171,ACC-100046,CUST-B199,DEBIT,1408.95,USD,35780.93,CVS Pharmacy,HEALTH,Debit at CVS Pharmacy,PENDING,2025-12-20 11:32:51,2025-12-20 11:49:51,ATM,REF-E50C78F0,,
TXN-2026-000172,ACC-100046,CUST-B199,DEBIT,756.44,USD,35024.49,Digital Bank Loans,FINANCIAL_SERVICES,Debit at Digital Bank Loans,FAILED,2025-10-26 00:02:53,,SYSTEM,REF-E1EE9062,INSUFFICIENT_FUNDS,
TXN-2026-000173,ACC-100046,CUST-B199,WIRE,1945.48,USD,33079.01,Chevron,GAS,Wire at Chevron,PENDING,2025-08-26 13:34:17,2025-08-26 13:56:17,ATM,REF-CE34080C,,
TXN-2026-000174,ACC-100047,CUST-B049,DEBIT,1006.16,USD,0.00,Delta Airlines,TRAVEL,Debit at Delta Airlines,COMPLETED,2025-07-24 23:16:42,2025-07-24 23:30:42,ATM,REF-88336CB3,,
TXN-2026-000175,ACC-100047,CUST-B049,DEBIT,377.88,USD,0.00,Grubhub,FOOD_DELIVERY,Debit at Grubhub,COMPLETED,2025-10-19 16:09:45,2025-10-19 17:01:45,ONLINE,REF-69AD383A,,
TXN-2026-000176,ACC-100047,CUST-B049,PAYMENT,1441.91,USD,0.00,Verizon,TELECOM,Payment at Verizon,COMPLETED,2025-12-05 00:03:37,2025-12-05 00:33:37,ONLINE,REF-59C007FE,,
TXN-2026-000177,ACC-100047,CUST-B049,DEBIT,491.12,USD,0.00,Verizon,TELECOM,Debit at Verizon,COMPLETED,2025-07-20 15:58:32,2025-07-20 16:08:32,SYSTEM,REF-F2924345,,
TXN-2026-000178,ACC-100047,CUST-B049,DEBIT,116.54,USD,0.00,Target,RETAIL,Debit at Target,FAILED,2025-09-09 07:09:15,,ATM,REF-F2AD60A1,INSUFFICIENT_FUNDS,
TXN-2026-000179,ACC-100047,CUST-B049,DEBIT,901.16,USD,0.00,Apple Store,ELECTRONICS,Debit at Apple Store,COMPLETED,2025-12-01 01:53:30,2025-12-01 02:03:30,MOBILE,REF-DBE93372,,
TXN-2026-000180,ACC-100047,CUST-B049,DEBIT,1590.26,USD,0.00,Venmo,TRANSFER,Debit at Venmo,COMPLETED,2026-04-15 15:10:40,2026-04-15 15:49:40,ATM,REF-82162574,,
TXN-2026-000181,ACC-100048,CUST-B140,TRANSFER,1195.08,USD,65360.08,Walgreens,HEALTH,Transfer at Walgreens,COMPLETED,2025-06-27 17:39:44,2025-06-27 18:03:44,POS,REF-8988A9F7,,
TXN-2026-000182,ACC-100048,CUST-B140,WIRE,1653.90,USD,63706.18,DoorDash,FOOD_DELIVERY,Wire at DoorDash,COMPLETED,2026-01-22 03:46:18,,SYSTEM,REF-56662CAC,,
TXN-2026-000183,ACC-100048,CUST-B140,DEBIT,1756.12,USD,61950.06,Venmo,TRANSFER,Debit at Venmo,COMPLETED,2025-12-24 09:17:10,2025-12-24 09:24:10,ONLINE,REF-658AE95B,,
TXN-2026-000184,ACC-100048,CUST-B140,DEBIT,1794.45,USD,60155.61,Venmo,TRANSFER,Debit at Venmo,COMPLETED,2026-03-28 22:18:56,2026-03-28 22:45:56,ATM,REF-60041A9E,,
TXN-2026-000185,ACC-100048,CUST-B140,WIRE,462.83,USD,59692.78,Target,RETAIL,Wire at Target,COMPLETED,2026-04-08 13:58:47,2026-04-08 14:47:47,SYSTEM,REF-FAD806F5,,
TXN-2026-000186,ACC-100049,CUST-B122,DEBIT,853.85,USD,21927.08,Zara,RETAIL,Debit at Zara,FAILED,2025-09-07 20:16:47,,ATM,REF-53BA9F4D,INSUFFICIENT_FUNDS,
TXN-2026-000187,ACC-100049,CUST-B122,WIRE,519.32,USD,21407.76,Venmo,TRANSFER,Wire at Venmo,COMPLETED,2025-06-03 02:58:44,2025-06-03 03:48:44,SYSTEM,REF-5FE56CDD,,
TXN-2026-000188,ACC-100049,CUST-B122,DEBIT,753.18,USD,20654.58,Home Depot,HOME_IMPROVEMENT,Debit at Home Depot,COMPLETED,2025-08-19 18:38:27,2025-08-19 18:58:27,POS,REF-BA8A1A87,,
TXN-2026-000189,ACC-100049,CUST-B122,WIRE,1304.89,USD,19349.69,Spotify,SUBSCRIPTION,Wire at Spotify,COMPLETED,2025-09-07 12:01:42,2025-09-07 12:35:42,ATM,REF-7DD70EB9,,
TXN-2026-000190,ACC-100049,CUST-B122,CREDIT,1983.64,USD,21333.33,Zelle,TRANSFER,Credit at Zelle,COMPLETED,2025-11-02 08:32:28,2025-11-02 08:58:28,SYSTEM,REF-61F065F8,,
TXN-2026-000191,ACC-100049,CUST-B122,DEBIT,743.57,USD,20589.76,Delta Airlines,TRAVEL,Debit at Delta Airlines,COMPLETED,2026-01-02 12:08:55,2026-01-02 12:27:55,MOBILE,REF-DE3346B5,,
TXN-2026-000192,ACC-100049,CUST-B122,DEBIT,1496.89,USD,19092.87,Netflix,SUBSCRIPTION,Debit at Netflix,COMPLETED,2025-11-21 10:33:57,2025-11-21 11:33:57,ONLINE,REF-CB9E7D8B,,
TXN-2026-000193,ACC-100049,CUST-B122,WIRE,1573.23,USD,17519.64,Hilton Hotels,TRAVEL,Wire at Hilton Hotels,COMPLETED,2026-04-08 00:29:52,2026-04-08 01:13:52,POS,REF-4A936E35,,
TXN-2026-000194,ACC-100049,CUST-B122,WIRE,1929.32,USD,15590.32,Uber,TRANSPORT,Wire at Uber,COMPLETED,2025-06-03 01:18:44,2025-06-03 02:10:44,SYSTEM,REF-F74B6F5C,,
TXN-2026-000195,ACC-100050,CUST-B148,DEBIT,529.87,USD,4615.14,Apple Store,ELECTRONICS,Debit at Apple Store,COMPLETED,2025-10-23 00:26:02,,MOBILE,REF-97D75CC7,,
TXN-2026-000196,ACC-100050,CUST-B148,CREDIT,1424.65,USD,6039.79,AT&T,TELECOM,Credit at AT&T,PENDING,2026-01-19 00:50:52,,ONLINE,REF-5B7AA0CB,,
TXN-2026-000197,ACC-100050,CUST-B148,TRANSFER,26.37,USD,6013.42,United Airlines,TRAVEL,Transfer at United Airlines,COMPLETED,2026-04-27 07:51:53,2026-04-27 08:42:53,ONLINE,REF-B7A0A889,,
TXN-2026-000198,ACC-100050,CUST-B148,DEBIT,1232.30,USD,4781.12,Target,RETAIL,Debit at Target,COMPLETED,2026-02-17 18:21:45,,POS,REF-F4C5CFE9,,
TXN-2026-000199,ACC-100050,CUST-B148,DEBIT,1993.65,USD,2787.47,Uber,TRANSPORT,Debit at Uber,COMPLETED,2026-03-30 19:04:40,2026-03-30 19:46:40,SYSTEM,REF-2C0362AE,,
TXN-2026-000200,ACC-100050,CUST-B148,DEBIT,1475.17,USD,1312.30,DoorDash,FOOD_DELIVERY,Debit at DoorDash,COMPLETED,2025-06-27 15:33:30,2025-06-27 16:08:30,SYSTEM,REF-A1C63447,,
TXN-2026-000201,ACC-100050,CUST-B148,PAYMENT,698.21,USD,614.09,Digital Bank Loans,FINANCIAL_SERVICES,Payment at Digital Bank Loans,FAILED,2026-04-13 17:08:58,,MOBILE,REF-B5F89E82,CARD_DECLINED,
TXN-2026-000202,ACC-100051,CUST-B036,CREDIT,354.19,USD,27504.13,Amazon,ONLINE_RETAIL,Credit at Amazon,COMPLETED,2025-12-14 14:28:51,2025-12-14 14:32:51,ATM,REF-A603ABB7,,
TXN-2026-000203,ACC-100051,CUST-B036,CREDIT,1752.85,USD,29256.98,Home Depot,HOME_IMPROVEMENT,Credit at Home Depot,COMPLETED,2026-04-12 19:04:57,2026-04-12 19:20:57,MOBILE,REF-81DFC576,,
TXN-2026-000204,ACC-100051,CUST-B036,TRANSFER,1541.08,USD,27715.90,Zara,RETAIL,Transfer at Zara,COMPLETED,2026-03-22 04:09:45,2026-03-22 04:58:45,MOBILE,REF-904CE59A,,
TXN-2026-000205,ACC-100051,CUST-B036,DEBIT,966.53,USD,26749.37,Digital Bank Loans,FINANCIAL_SERVICES,Debit at Digital Bank Loans,COMPLETED,2025-09-09 03:03:15,,ONLINE,REF-548C16FE,,
TXN-2026-000206,ACC-100051,CUST-B036,PAYMENT,827.79,USD,25921.58,Shell,GAS,Payment at Shell,PENDING,2025-10-16 03:05:44,2025-10-16 03:05:44,ATM,REF-BCEC95AB,,
TXN-2026-000207,ACC-100051,CUST-B036,CREDIT,190.55,USD,26112.13,BP,GAS,Credit at BP,COMPLETED,2026-02-17 15:19:10,2026-02-17 15:40:10,ONLINE,REF-5BC89438,,
TXN-2026-000208,ACC-100051,CUST-B036,PAYMENT,710.31,USD,25401.82,Delta Airlines,TRAVEL,Payment at Delta Airlines,PENDING,2026-01-09 19:23:21,2026-01-09 20:23:21,ONLINE,REF-4CD53463,,
TXN-2026-000209,ACC-100051,CUST-B036,DEBIT,473.55,USD,24928.27,United Airlines,TRAVEL,Debit at United Airlines,COMPLETED,2025-09-03 00:07:48,2025-09-03 00:20:48,ONLINE,REF-4A64E965,,
TXN-2026-000210,ACC-100052,CUST-B128,DEBIT,1558.98,USD,36779.24,Chase Bank ATM,ATM,Debit at Chase Bank ATM,FAILED,2025-07-17 13:20:54,,SYSTEM,REF-01529385,CARD_DECLINED,
TXN-2026-000211,ACC-100052,CUST-B128,DEBIT,1696.78,USD,35082.46,Amazon,ONLINE_RETAIL,Debit at Amazon,FAILED,2025-10-23 03:48:08,,MOBILE,REF-E2935EEC,LIMIT_EXCEEDED,
TXN-2026-000212,ACC-100052,CUST-B128,CREDIT,798.77,USD,35881.23,Lyft,TRANSPORT,Credit at Lyft,COMPLETED,2026-03-19 08:05:07,2026-03-19 08:08:07,MOBILE,REF-9BC450E2,,
TXN-2026-000213,ACC-100052,CUST-B128,DEBIT,1007.44,USD,34873.79,Delta Airlines,TRAVEL,Debit at Delta Airlines,COMPLETED,2025-10-31 21:42:27,2025-10-31 22:31:27,POS,REF-57D4007E,,
TXN-2026-000214,ACC-100052,CUST-B128,TRANSFER,634.72,USD,34239.07,Marriott,TRAVEL,Transfer at Marriott,COMPLETED,2025-06-04 06:28:01,,SYSTEM,REF-8FF9BDB4,,
TXN-2026-000215,ACC-100052,CUST-B128,PAYMENT,726.40,USD,33512.67,Best Buy,ELECTRONICS,Payment at Best Buy,COMPLETED,2025-09-09 20:35:11,2025-09-09 20:51:11,MOBILE,REF-E9FD07C7,,
TXN-2026-000216,ACC-100052,CUST-B128,PAYMENT,735.02,USD,32777.65,Zelle,TRANSFER,Payment at Zelle,PENDING,2025-12-11 16:52:24,2025-12-11 17:18:24,ATM,REF-C1CC3DBC,,
TXN-2026-000217,ACC-100052,CUST-B128,WIRE,562.86,USD,32214.79,PG&E,UTILITIES,Wire at PG&E,COMPLETED,2025-08-09 20:41:20,2025-08-09 21:17:20,POS,REF-97CFB90E,,
TXN-2026-000218,ACC-100053,CUST-B073,DEBIT,1112.90,USD,3083.55,Starbucks,CAFE,Debit at Starbucks,PENDING,2026-04-29 13:22:33,2026-04-29 13:31:33,ONLINE,REF-897E0425,,
TXN-2026-000219,ACC-100053,CUST-B073,DEBIT,357.33,USD,2726.22,Delta Airlines,TRAVEL,Debit at Delta Airlines,PENDING,2025-12-12 00:35:21,2025-12-12 01:32:21,SYSTEM,REF-C8E0EF65,,
TXN-2026-000220,ACC-100053,CUST-B073,PAYMENT,1571.74,USD,1154.48,Nordstrom,RETAIL,Payment at Nordstrom,COMPLETED,2025-09-25 12:31:16,2025-09-25 13:25:16,MOBILE,REF-7D561B42,,
TXN-2026-000221,ACC-100053,CUST-B073,DEBIT,124.77,USD,1029.71,Best Buy,ELECTRONICS,Debit at Best Buy,COMPLETED,2026-04-13 01:20:03,2026-04-13 02:13:03,MOBILE,REF-CF013019,,
TXN-2026-000222,ACC-100053,CUST-B073,CREDIT,725.12,USD,1754.83,Walgreens,HEALTH,Credit at Walgreens,COMPLETED,2026-01-04 14:50:27,2026-01-04 15:41:27,POS,REF-52D5615E,,
TXN-2026-000223,ACC-100053,CUST-B073,DEBIT,705.43,USD,1049.40,Verizon,TELECOM,Debit at Verizon,COMPLETED,2026-02-19 22:11:57,2026-02-19 22:23:57,SYSTEM,REF-722FB162,,
TXN-2026-000224,ACC-100053,CUST-B073,CREDIT,713.44,USD,1762.84,Lyft,TRANSPORT,Credit at Lyft,PENDING,2026-02-17 10:36:43,2026-02-17 11:25:43,POS,REF-17461505,,
TXN-2026-000225,ACC-100053,CUST-B073,CREDIT,930.19,USD,2693.03,Comcast,UTILITIES,Credit at Comcast,PENDING,2025-07-27 06:05:03,2025-07-27 06:45:03,ATM,REF-BAEBED21,,
TXN-2026-000226,ACC-100053,CUST-B073,WIRE,1698.56,USD,994.47,Verizon,TELECOM,Wire at Verizon,COMPLETED,2025-06-28 16:58:30,,ATM,REF-8B1E77F4,,
TXN-2026-000227,ACC-100054,CUST-B133,CREDIT,1212.74,USD,110527.53,McDonald's,RESTAURANT,Credit at McDonald's,PENDING,2025-11-01 13:54:38,2025-11-01 14:22:38,ATM,REF-CEFA8E10,,
TXN-2026-000228,ACC-100054,CUST-B133,TRANSFER,830.91,USD,109696.62,Digital Bank Loans,FINANCIAL_SERVICES,Transfer at Digital Bank Loans,PENDING,2025-08-11 09:56:36,2025-08-11 10:04:36,ATM,REF-46953299,,
TXN-2026-000229,ACC-100054,CUST-B133,DEBIT,337.99,USD,109358.63,Apple Store,ELECTRONICS,Debit at Apple Store,FAILED,2025-07-11 00:06:59,,SYSTEM,REF-05666BF7,CARD_DECLINED,
TXN-2026-000230,ACC-100054,CUST-B133,DEBIT,1543.01,USD,107815.62,Whole Foods Market,GROCERY,Debit at Whole Foods Market,COMPLETED,2025-12-21 11:52:24,2025-12-21 11:57:24,SYSTEM,REF-D6F14CE0,,
TXN-2026-000231,ACC-100054,CUST-B133,DEBIT,1311.39,USD,106504.23,Spotify,SUBSCRIPTION,Debit at Spotify,PENDING,2025-10-30 09:37:48,2025-10-30 09:52:48,MOBILE,REF-2FBB3579,,
